ResponseId_pre	Semester	Q1_pre	Q8_pre	Q9_1_pre	Q9_2_pre	Q9_3_pre	Q9_4_pre	Q9_5_pre	Q9_6_pre	Q9_7_pre	Q9_8_pre	Q9_9_pre	Q9_10_pre	Q10_1_pre	Q10_2_pre	Q10_3_pre	Q10_4_pre	Q10_5_pre	Q10_6_pre	Q10_7_pre	Q10_8_pre	Q10_9_pre	Q10_10_pre	Q10_11_pre	Q10_12_pre	Q10_13_pre	Q10_14_pre	Q10_15_pre	Q10_16_pre	Q10_17_pre	Q10_18_pre	Q10_19_pre	Q10_20_pre	Q10_21_pre	Q10_22_pre	Q10_23_pre	Q10_24_pre	Q10_25_pre	Q11_1_pre	Q11_2_pre	Q11_3_pre	Q11_4_pre	Q11_5_pre	Q11_6_pre	Q11_7_pre	Q11_8_pre	Q11_9_pre	Q11_10_pre	Q11_11_pre	Q11_12_pre	Q11_13_pre	Q11_14_pre	Q11_15_pre	Q11_16_pre	Q11_17_pre	Q11_18_pre	Q11_19_pre	Q11_20_pre	Q11_21_pre	Q11_22_pre	Q19_1_pre	Q19_2_pre	Q19_3_pre	Q19_4_pre	Q19_5_pre	Q19_6_pre	Q19_7_pre	Q19_8_pre	Q19_9_pre	Q19_10_pre	Q2_pre	Q3_pre	Q4_pre	Q5_pre	Q6_pre	Q7_pre	Q8_post	Q9_1_post	Q9_2_post	Q9_3_post	Q9_4_post	Q9_5_post	Q9_6_post	Q9_7_post	Q9_8_post	Q9_9_post	Q9_10_post	Q9_11_post	Q9_12_post	Q9_13_post	Q9_14_post	Q9_15_post	Q9_16_post	Q9_17_post	Q9_18_post	Q9_19_post	Q9_20_post	Q9_21_post	Q9_22_post	Q9_23_post	Q9_24_post	Q9_25_post	Q10_1_post	Q10_2_post	Q10_3_post	Q10_4_post	Q10_5_post	Q10_6_post	Q10_7_post	Q10_8_post	Q10_9_post	Q10_10_post	Q10_11_post	Q10_12_post	Q10_13_post	Q10_14_post	Q10_15_post	Q10_16_post	Q10_17_post	Q10_18_post	Q10_19_post	Q10_20_post	Q10_21_post	Q11_1_post	Q11_2_post	Q11_3_post	Q11_4_post	Q13_1_post	Q13_2_post	Q13_3_post	Q13_4_post	Q13_5_post	Q13_6_post	Q13_7_post	Q13_8_post	Q13_9_post	Q13_10_post	Q13_11_post	Q13_12_post	Q13_13_post	Q13_14_post	Q13_15_post	Q13_16_post	Q13_17_post	Q13_18_post	Q13_19_post	Q13_20_post	Q13_21_post	Q13_22_post	Q2_post	Q3_post	Q4_post	Q5_post	Q6_post	Q7_post
R_1er7PW71BRd8X9e	Fall 2023	Agree	My goal is to go to school for an M.D./Ph.D.	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	Little	Some	Some	Much	Some	Some	Much	Much	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	N.A./Prefer not to answer	Some	Some	Some	Some	Much	Some	Some	Agree	Agree	Agree	Neutral	Disagree	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Agree	Neutral	Disagree	Neutral	Neutral	Agree	Strongly disagree	Neutral	Agree	Disagree	5	3	3	3	4	4	4	3	3	3	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	Much	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Neutral	Strongly agree	Agree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Neutral	Strongly agree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_9Le9OW9vrAfxPFv	Fall 2023	Agree	My goal is to go to school for an M.D./Ph.D.	Moderately important	Moderately important	Very important	Very important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Some	Much	Some	Much	Much	Little	Extensive	Much	Some	Much	Some	Some	Much	Extensive	Much	Extensive	Much	Little	Little	Little	Some	Extensive	Some	Little	None	Agree	Neutral	Agree	Disagree	Disagree	Neutral	Disagree	Disagree	Disagree	Agree	Disagree	Agree	Agree	Neutral	Neutral	Agree	Strongly disagree	Strongly agree	Agree	Strongly disagree	Agree	Disagree	3	5	2	2	2	3	5	5	2	3	Male	White	I am a second-year college undergraduate	Yes	ANBE	It is likely	My goal is to go to school for other health professions.	None	Little	Some	Little	Some	Extensive	None	None	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Little	Some	Some	None	None	None	Much	Little	Little	Moderate gain	Large gain	Large gain	Moderate gain	Small gain	Small gain	Small gain	Moderate gain	Large gain	Large gain	Large gain	No gain or very small gain	Very large gain	Small gain	Large gain	Large gain	Moderate gain	Moderate gain	No gain or very small gain	Small gain	Large gain	Agree	Agree	Agree	Neutral	Neutral	Neutral	Agree	Agree	Disagree	Strongly agree	Strongly disagree	Strongly disagree	Agree	Agree	Disagree	Agree	Agree	Neutral	Agree	Disagree	Disagree	Agree	Strongly disagree	Disagree	Agree	Strongly disagree	Male	White	I am a second-year college undergraduate	Yes	Animal Behavior BS	Definitely yes
R_9H0OMPdk5Q3QVyh	Fall 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Not important	Very important	Not important	Not important	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Not important	Some	Some	Little	Much	Much	Much	Much	Much	Much	Much	Some	Little	Much	Much	Some	Some	Little	Extensive	Much	Much	Much	Extensive	Extensive	Little	Little	Agree	Disagree	Agree	Disagree	Neutral	Neutral	Disagree	Disagree	Agree	Strongly agree	Disagree	Disagree	Agree	Neutral	Neutral	Disagree	Disagree	Agree	Neutral	Neutral	Agree	Disagree	5	2	3	3	2	4	4	3	3	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Much	Much	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Much	Extensive	Much	Much	Some	None	None	None	Some	Extensive	Little	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Moderate gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Agree	Strongly agree	Strongly disagree	Disagree	Strongly agree	Strongly agree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_9oTyjy4o5z7jExH	Fall 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Much	Some	Little	Much	Some	Little	Much	Much	Much	Some	Much	Little	Some	Some	Little	Some	Some	Little	Much	Much	Much	Much	Much	Some	Little	Agree	Neutral	Agree	Disagree	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Neutral	Agree	Agree	Disagree	Disagree	Disagree	Strongly disagree	Neutral	Agree	Disagree	Agree	Disagree	3	3	4	4	5	5	3	3	3	3	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Much	Extensive	Little	Extensive	Extensive	Much	Much	Much	Much	Much	Extensive	Much	Much	Much	Little	Much	Little	Some	Much	Some	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Much	Much	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Moderate gain	Large gain	Small gain	Large gain	Moderate gain	Large gain	Small gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Agree	Neutral	Agree	Agree	Disagree	Disagree	Disagree	Strongly disagree	Agree	Neutral	Disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Bachelor of Science in Biology with a double major in classics	Definitely yes
R_3DTpyBbblwlQLyp	Fall 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Very important	Moderately important	Very important	Very important	Very important	Very important	Not important	Moderately important	Some	Some	Some	Some	Some	Some	Much	Much	Much	Much	Some	Much	Much	Much	Much	Much	Much	Some	Much	Much	Much	Much	Much	Much	Little	Agree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Disagree	Agree	Agree	Disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Disagree	5	5	4	4	2	4	2	4	4	4	Male	White	I am a first-year college undergraduate.	Yes	B.S. in Biology	It is likely	My goal is to go to a type of graduate education not mentioned above, such as law school.	Some	Some	None	Extensive	Extensive	Much	Much	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Much	Extensive	Some	None	None	None	Some	Extensive	None	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Very large gain	Large gain	Moderate gain	Very large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Small gain	Agree	Strongly agree	Neutral	Strongly agree	Agree	Agree	Agree	Neutral	Agree	Agree	Disagree	Disagree	Agree	Strongly agree	Agree	Agree	Agree	Agree	Neutral	Disagree	Disagree	Agree	Neutral	Agree	Agree	Disagree	Male	White	I am a first-year college undergraduate.	Yes	Currently switching from a B.S. in Biology to a double major of Economic and Political Science due to further self-evaluation and reflection.	It is unlikely
R_2dhXXeoSmjhE5sc	Fall 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Very important	Very important	Very important	Moderately important	Very important	NA	Moderately important	Moderately important	Very important	Very important	Little	Some	Much	Some	Extensive	Extensive	Much	Little	Some	Much	Much	Much	Some	Some	Much	Some	Little	Some	None	None	Some	Much	Some	Little	Much	Agree	Neutral	Agree	NA	Disagree	Disagree	Disagree	Neutral	Agree	Strongly agree	NA	Agree	Agree	Neutral	Disagree	Neutral	Disagree	Agree	Neutral	Disagree	Agree	Disagree	3	4	5	3	2	2	4	5	3	4	Male	White	I am a second-year college undergraduate	Yes	BIO	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Much	Little	None	Extensive	Extensive	Much	Much	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	None	None	Extensive	Extensive	Much	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Disagree	Neutral	Disagree	Disagree	Male	White	I am a second-year college undergraduate	Yes	BIOLOGY	Definitely yes
R_3KT7LDhlRYENOFR	Fall 2023	Agree	My goal does not include graduate education for at least the near future.	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Very important	Not important	Very important	Some	Some	Some	Some	Some	Little	Much	Much	Much	Much	Extensive	Little	Much	Much	Much	Much	Extensive	Little	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Agree	Neutral	Strongly agree	Neutral	Strongly disagree	Neutral	Disagree	Disagree	Strongly agree	Strongly agree	Disagree	Agree	Agree	Agree	Neutral	Neutral	Strongly disagree	Agree	Neutral	Neutral	Agree	Strongly disagree	6	1	4	5	1	6	3	6	6	4	Male	Prefer not to answer	I am a second-year college undergraduate	No	Biology and Finance	Definitely yes	My goal does not include graduate education for at least the near future.	Some	Some	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	None	None	None	Much	Extensive	Extensive	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Strongly agree	Neutral	Strongly disagree	Strongly disagree	Disagree	Strongly disagree	Agree	Strongly agree	Disagree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Neutral	Strongly agree	Strongly disagree	Male	Prefer not to answer	I am a second-year college undergraduate	No	Finance and Biology	Definitely yes
R_1K2aPKZ0majp5uz	Fall 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Some	Some	Little	Some	Little	Little	Much	Some	Much	Some	Some	Some	Some	Some	Some	Much	Much	Some	Some	Much	Much	Much	Much	Much	Some	Agree	Neutral	Agree	Agree	Neutral	Disagree	Strongly disagree	Disagree	Disagree	Agree	NA	NA	Agree	Agree	Disagree	Neutral	Strongly disagree	Agree	Neutral	Disagree	NA	Disagree	4	3	3	4	5	2	3	3	3	3	Male	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Extensive	Much	Much	Much	Extensive	Some	Much	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Agree	Agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_31tn4g7wddJtLF1	Fall 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Very important	Extensive	Much	Little	Extensive	Much	None	Much	Much	Much	Extensive	Some	Little	Much	Much	Some	Extensive	Extensive	Little	Much	Much	Much	Much	Much	Little	None	Agree	Neutral	Agree	Disagree	Disagree	Neutral	Disagree	Strongly disagree	Neutral	Agree	Disagree	Agree	Agree	NA	Disagree	Disagree	Strongly disagree	Agree	Disagree	Disagree	Agree	Strongly disagree	3	2	5	2	2	3	3	6	4	5	Female	White	I am a first-year college undergraduate.	Yes	biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Little	Extensive	Some	Extensive	Extensive	Little	Much	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Much	Much	None	None	None	None	Some	Extensive	Some	Small gain	Large gain	Large gain	Very large gain	Moderate gain	Large gain	Small gain	Large gain	Very large gain	Very large gain	Very large gain	No gain or very small gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Strongly agree	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Agree	Agree	Neutral	Disagree	Disagree	Strongly disagree	Agree	Disagree	Disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	biology	Definitely yes
R_3oYBQInSH7DmwMV	Fall 2023	Agree	My goal is to go to school for other health professions.	Moderately important	Moderately important	Very important	Very important	Moderately important	Not important	Not important	Not important	Not important	Not important	Much	Much	None	Much	Little	Little	Much	Much	Much	Much	Some	None	Some	Some	Little	Little	Little	Little	Much	Much	Much	Much	Much	Much	Much	Agree	Strongly agree	Neutral	Neutral	Disagree	Neutral	Disagree	Agree	Agree	Agree	Disagree	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Disagree	2	3	3	3	3	3	4	2	4	3	Female	White	I am a first-year college undergraduate.	No	NA	It is likely	My goal is to go to school for other health professions.	Some	Much	Extensive	Extensive	Much	Much	Some	Much	Extensive	Extensive	Much	Little	Much	Much	Much	Much	Much	Much	Much	None	None	None	Much	Extensive	Some	Small gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Small gain	Large gain	Very large gain	Large gain	Large gain	Small gain	Moderate gain	Small gain	Moderate gain	Small gain	Agree	Strongly agree	Neutral	Strongly agree	Agree	Disagree	Agree	Neutral	Disagree	Neutral	Disagree	Disagree	Disagree	Neutral	Neutral	Disagree	Agree	Agree	Disagree	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	No	NA	It is likely
R_3QXkvgjHjJ3NS4z	Fall 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	Some	Some	Little	Some	Much	Much	Little	Much	Much	Much	Little	Some	Much	Much	Some	Some	Some	Some	Much	Much	Much	Some	Some	Much	Some	Agree	Neutral	Agree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Neutral	Agree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Agree	Agree	Agree	Disagree	Strongly disagree	2	4	5	3	2	5	5	5	5	3	Male	Black or African American	I am a first-year college undergraduate.	Yes	Biology possibly a minor in business	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Extensive	Much	Some	Extensive	Much	Extensive	Little	Much	Extensive	Extensive	Extensive	None	Extensive	Extensive	Extensive	Some	Much	Much	Some	None	None	None	Much	Extensive	Extensive	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Small gain	Large gain	Large gain	Large gain	Large gain	No gain or very small gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Small gain	Large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Disagree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Agree	Neutral	Agree	Strongly agree	Neutral	Strongly disagree	Disagree	Strongly disagree	Agree	Agree	Agree	Disagree	Strongly disagree	Male	Black or African American	I am a first-year college undergraduate.	Yes	bio major with a minor in accounting	Prefer not to answer
R_d6k7vxi1vRbwdsR	Fall 2023	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Not important	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Moderately important	Not important	Some	None	None	Little	Some	Much	Much	Much	Much	Much	Some	Some	Much	Some	Extensive	Some	Little	Little	None	None	Much	Little	Some	Extensive	None	Agree	Agree	Strongly agree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Agree	Agree	Agree	Agree	Strongly agree	Disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Strongly agree	Strongly agree	Disagree	4	5	3	2	1	4	3	5	5	4	Male	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Much	Extensive	Extensive	Much	Extensive	Extensive	Some	Much	Much	Extensive	Much	Much	Extensive	Extensive	Extensive	Much	Extensive	Much	None	None	Much	None	Little	Extensive	Some	Moderate gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Very large gain	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Neutral	Agree	Disagree	Agree	Strongly agree	Agree	Strongly disagree	Disagree	Strongly disagree	Agree	Agree	Strongly agree	Strongly agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_2YgkdHMfBJWZDUm	Fall 2023	Agree	My goal is to go to school for an M.D./Ph.D.	Not important	Very important	Moderately important	Moderately important	Very important	Moderately important	Moderately important	Very important	NA	Not important	Much	Some	Some	Much	Little	None	Some	Much	Much	Much	None	None	Some	Some	Some	Little	Little	None	Some	Some	Some	Some	Some	None	None	Neutral	Agree	Neutral	Agree	Neutral	Neutral	Disagree	Disagree	Agree	Agree	Disagree	Agree	Neutral	Agree	Disagree	Neutral	Disagree	Agree	Neutral	Agree	Agree	Disagree	4	4	4	2	3	3	4	4	5	2	Female	Asian American	I am a first-year college undergraduate.	Yes	Biology Major	It is likely	My goal is to go to school for an M.D./Ph.D.	Much	Some	Some	Much	Much	Some	Much	Some	Much	Much	Much	Some	Extensive	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Very large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Neutral	Agree	Disagree	Disagree	Strongly disagree	Disagree	Neutral	Agree	Neutral	Agree	Neutral	Agree	Disagree	Disagree	Strongly disagree	Agree	Neutral	Strongly disagree	Agree	Disagree	Female	Asian American	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_3j9xQeKK3MluL1x	Fall 2023	Agree	My goal is to go to school for a medical degree (M.D.).	NA	Moderately important	Very important	Very important	Very important	Moderately important	Very important	Very important	Moderately important	Very important	Much	Extensive	Little	Much	None	None	Extensive	Extensive	Extensive	Much	Little	Little	Much	Much	Some	Much	Extensive	Some	Much	Extensive	Extensive	Extensive	Extensive	Some	Little	Neutral	Disagree	Agree	Disagree	Neutral	Neutral	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Agree	Neutral	Agree	Strongly agree	Disagree	Disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Neutral	Strongly disagree	2	3	1	1	4	1	4	4	5	6	Female	Two or more races	I am a first-year college undergraduate.	Yes	Biology Major	Prefer not to answer	My goal is to go to school for an M.D./Ph.D.	Some	Much	Extensive	Much	Extensive	Extensive	Much	Extensive	Extensive	Some	Extensive	Some	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Some	Little	Little	Much	Extensive	Much	Small gain	Large gain	Very large gain	Moderate gain	Moderate gain	Large gain	Small gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Small gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Very large gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neutral	Agree	Neutral	Disagree	Neutral	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Agree	Disagree	Agree	Agree	Disagree	Strongly disagree	Strongly disagree	Agree	Neutral	NA	Agree	Strongly disagree	Female	Two or more races	I am a first-year college undergraduate.	Yes	Bachelor of Science in Biology	Prefer not to answer
R_1l5eHQrJaquaZaE	Fall 2023	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Moderately important	Not important	Very important	Very important	Moderately important	Very important	Not important	Very important	Some	Some	Little	Some	Some	Little	Some	Much	Much	Some	Some	Little	Some	Some	Some	Little	Little	Little	Extensive	Much	Some	Extensive	Some	Much	Little	Agree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Agree	Strongly agree	Neutral	Neutral	Agree	Neutral	Neutral	Disagree	Disagree	Agree	Disagree	Neutral	Agree	Disagree	5	2	5	5	1	5	2	5	5	5	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Little	Much	Extensive	Much	Much	Some	Some	Little	Extensive	Much	Much	Much	Much	Much	Extensive	Some	Some	Much	Much	Little	Some	Some	Much	Extensive	Little	No gain or very small gain	Large gain	Large gain	Large gain	Moderate gain	Very large gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	No gain or very small gain	Agree	Strongly agree	Agree	Strongly agree	Agree	Neutral	Agree	Agree	Agree	Neutral	Disagree	Disagree	Agree	Strongly agree	Neutral	Neutral	Strongly agree	Disagree	Neutral	Disagree	Disagree	Agree	Disagree	Agree	Agree	Disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_2ZJMOgpzewn4Spu	Fall 2023	Agree	My goal does not include graduate education for at least the near future.	Very important	Very important	Not important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	Little	Much	Little	None	Some	Some	Some	Some	Some	Little	Some	Some	Little	Some	Little	Little	Some	Much	Some	Much	Much	Some	Little	Agree	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Neutral	Disagree	Agree	Disagree	4	2	4	4	3	3	3	4	5	4	Female	White	I am a first-year college undergraduate.	No	Nothing yet	Definitely yes	My goal does not include graduate education for at least the near future.	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Much	Much	Much	Extensive	Extensive	Much	Much	Much	Much	Some	Some	Some	Some	Some	Some	Some	Small gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Small gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Disagree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Agree	Neutral	Agree	Neutral	Disagree	Agree	Disagree	Agree	Agree	Disagree	Disagree	Disagree	Female	White	I am a first-year college undergraduate.	No	N/A	Definitely yes
