ResponseId_pre	Semester	Q1_pre	Q8_pre	Q9_1_pre	Q9_2_pre	Q9_3_pre	Q9_4_pre	Q9_5_pre	Q9_6_pre	Q9_7_pre	Q9_8_pre	Q9_9_pre	Q9_10_pre	Q10_1_pre	Q10_2_pre	Q10_3_pre	Q10_4_pre	Q10_5_pre	Q10_6_pre	Q10_7_pre	Q10_8_pre	Q10_9_pre	Q10_10_pre	Q10_11_pre	Q10_12_pre	Q10_13_pre	Q10_14_pre	Q10_15_pre	Q10_16_pre	Q10_17_pre	Q10_18_pre	Q10_19_pre	Q10_20_pre	Q10_21_pre	Q10_22_pre	Q10_23_pre	Q10_24_pre	Q10_25_pre	Q11_1_pre	Q11_2_pre	Q11_3_pre	Q11_4_pre	Q11_5_pre	Q11_6_pre	Q11_7_pre	Q11_8_pre	Q11_9_pre	Q11_10_pre	Q11_11_pre	Q11_12_pre	Q11_13_pre	Q11_14_pre	Q11_15_pre	Q11_16_pre	Q11_17_pre	Q11_18_pre	Q11_19_pre	Q11_20_pre	Q11_21_pre	Q11_22_pre	Q19_1_pre	Q19_2_pre	Q19_3_pre	Q19_4_pre	Q19_5_pre	Q19_6_pre	Q19_7_pre	Q19_8_pre	Q19_9_pre	Q19_10_pre	Q2_pre	Q3_pre	Q4_pre	Q5_pre	Q6_pre	Q7_pre	Q8_post	Q9_1_post	Q9_2_post	Q9_3_post	Q9_4_post	Q9_5_post	Q9_6_post	Q9_7_post	Q9_8_post	Q9_9_post	Q9_10_post	Q9_11_post	Q9_12_post	Q9_13_post	Q9_14_post	Q9_15_post	Q9_16_post	Q9_17_post	Q9_18_post	Q9_19_post	Q9_20_post	Q9_21_post	Q9_22_post	Q9_23_post	Q9_24_post	Q9_25_post	Q10_1_post	Q10_2_post	Q10_3_post	Q10_4_post	Q10_5_post	Q10_6_post	Q10_7_post	Q10_8_post	Q10_9_post	Q10_10_post	Q10_11_post	Q10_12_post	Q10_13_post	Q10_14_post	Q10_15_post	Q10_16_post	Q10_17_post	Q10_18_post	Q10_19_post	Q10_20_post	Q10_21_post	Q11_1_post	Q11_2_post	Q11_3_post	Q11_4_post	Q13_1_post	Q13_2_post	Q13_3_post	Q13_4_post	Q13_5_post	Q13_6_post	Q13_7_post	Q13_8_post	Q13_9_post	Q13_10_post	Q13_11_post	Q13_12_post	Q13_13_post	Q13_14_post	Q13_15_post	Q13_16_post	Q13_17_post	Q13_18_post	Q13_19_post	Q13_20_post	Q13_21_post	Q13_22_post	Q2_post	Q3_post	Q4_post	Q5_post	Q6_post	Q7_post
R_3gRetPBLFVBcfbV	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Much	Little	Little	Some	Some	Much	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Much	Much	Extensive	Little	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Some	Disagree	Strongly agree	Strongly agree	Neutral	Disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Strongly agree	Neutral	Neutral	Disagree	Neutral	Disagree	Strongly disagree	Strongly agree	Neutral	Neutral	Agree	Strongly disagree	5	1	5	2	2	1	5	5	6	5	Female	Pacific Islander	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Extensive	Much	Some	Much	Much	Extensive	Some	Some	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Some	Some	Some	Extensive	Some	Little	None	None	Extensive	Extensive	Much	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Disagree	Disagree	Disagree	Neutral	Strongly agree	Neutral	Neutral	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Neutral	Agree	Agree	Disagree	Female	Asian American	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_3paSkn2MRVUJd55	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	Very important	Not important	Very important	Some	Some	None	Little	Little	None	Much	Much	Much	Much	Some	Some	Much	Much	Some	Much	Some	Little	Some	Much	Much	Much	Much	Little	Little	Neutral	Neutral	Agree	Disagree	Disagree	Neutral	Disagree	Neutral	Agree	Agree	Disagree	Disagree	Agree	Neutral	Neutral	Disagree	Neutral	Agree	Agree	Agree	Agree	Disagree	5	1	3	1	4	4	3	3	4	4	Female	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Much	Much	Much	Much	Much	Some	Some	Extensive	Much	Much	Much	Much	Much	Much	Some	Some	Some	Some	Some	Some	Little	Much	Much	Some	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Agree	Agree	Agree	Agree	Agree	Neutral	Agree	Agree	Disagree	Agree	Disagree	Disagree	Neutral	Agree	Agree	Neutral	Neutral	Disagree	Neutral	Disagree	Disagree	Neutral	Neutral	Neutral	Agree	Disagree	Female	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_bdyVdqOabHVjRhT	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Not important	Moderately important	Little	Little	Some	Much	Little	None	Extensive	Extensive	Extensive	Extensive	Some	None	Little	Little	Some	Some	Some	Little	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Neutral	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Disagree	Neutral	Agree	Agree	Disagree	Disagree	Strongly disagree	Neutral	Agree	Neutral	Neutral	Disagree	2	1	1	6	3	5	2	3	3	4	Female	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Some	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Disagree	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Neutral	Agree	Agree	Agree	Disagree	Female	Hispanic/Latino	I am a first-year college undergraduate.	No	Biology	Definitely yes
R_2CoVj9aCW7miGKF	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Moderately important	Moderately important	Moderately important	Very important	Moderately important	Moderately important	Very important	Moderately important	Moderately important	Extensive	Some	Some	Some	Much	Much	Some	Much	Much	Much	Some	Some	Much	Much	Much	Some	Much	Some	Some	Some	Some	Some	Some	Much	Some	Agree	Neutral	Neutral	Neutral	Disagree	Neutral	Disagree	Disagree	Disagree	Agree	Disagree	Neutral	Agree	Neutral	Neutral	Disagree	Disagree	Neutral	Neutral	Agree	Neutral	Disagree	5	2	4	4	3	4	3	3	4	3	Female	White	I am a first-year college undergraduate.	Yes	Pre-Med Biology	Prefer not to answer	My goal is to go to school for an M.D./Ph.D.	Some	Much	Much	Much	Much	Much	Some	Some	Much	Much	Some	Much	Much	Much	Some	Some	Much	Some	Some	Little	Some	Little	Some	Some	Little	Small gain	Moderate gain	Moderate gain	Small gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Small gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Agree	Agree	Neutral	Neutral	Neutral	Agree	Neutral	Neutral	Disagree	Strongly agree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Agree	Neutral	Neutral	Neutral	Disagree	Disagree	Neutral	Neutral	Neutral	Neutral	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Pre-Med Biology	It is likely
R_1otLKjyMlPYzLPO	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Moderately important	Very important	Very important	Moderately important	Very important	Very important	Very important	Moderately important	Moderately important	Some	Some	None	Much	Much	Some	Extensive	Much	Extensive	Much	Little	Little	Some	Some	Little	Much	Some	Little	Little	Some	Much	Extensive	Extensive	Some	None	Agree	Disagree	Agree	Disagree	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Neutral	Neutral	Neutral	Disagree	Agree	Disagree	Disagree	Agree	Disagree	2	2	2	3	5	5	2	2	5	5	Female	White	I am a first-year college undergraduate.	Yes	Biology	It is likely	My goal is to go to school for a medical degree (M.D.).	Some	Some	Much	Much	Much	Much	Little	Some	Much	Much	Much	Much	Much	Much	Much	Much	Much	Much	Little	Little	None	None	Some	Much	Much	Moderate gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Small gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Disagree	Agree	Agree	Strongly agree	Agree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Agree	Agree	Disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer
R_24ctpzsxvPtbwh3	Fall 2022	Agree	My goal is to go to school for other health professions.	Moderately important	Very important	Very important	Moderately important	Very important	Very important	Very important	Very important	Not important	Not important	Some	Much	None	Some	Little	None	Some	Some	Some	Little	Little	None	Some	Some	Little	Much	Little	Little	Some	Much	Some	Extensive	Extensive	Little	None	Neutral	Agree	Strongly agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Agree	Neutral	Agree	Neutral	Strongly disagree	Strongly disagree	Strongly disagree	Agree	Disagree	Agree	Strongly agree	Strongly disagree	4	2	1	5	4	6	4	6	6	5	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Much	Some	Extensive	Much	Much	Extensive	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	None	None	None	Extensive	Extensive	Extensive	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Disagree	Strongly disagree	Strongly agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Strongly agree	Strongly agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_2RPP8hKt9K7CfB3	Fall 2022	Agree	My goal is to go to school for an M.D./Ph.D.	NA	Very important	Very important	Very important	Moderately important	Very important	Very important	Very important	Not important	Moderately important	Much	Much	None	Much	None	Some	Extensive	Little	Some	Much	Some	Some	Some	Some	Little	Some	Some	Little	Extensive	Extensive	Extensive	Extensive	Extensive	Some	None	Agree	Neutral	Agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly agree	Agree	Disagree	Agree	Disagree	Strongly agree	Agree	Disagree	Agree	Strongly disagree	3	3	1	4	4	3	5	3	6	6	Female	White	I am a second-year college undergraduate	No	Undeclared	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Some	Extensive	Extensive	Much	Little	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Some	Extensive	Little	None	None	None	Much	Much	Some	Small gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Moderate gain	Very large gain	Very large gain	Small gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	No gain or very small gain	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Strongly agree	Disagree	Neutral	Strongly agree	Strongly agree	Disagree	Strongly agree	Strongly disagree	Strongly agree	Agree	Neutral	Strongly agree	Strongly disagree	Female	White	I am a second-year college undergraduate	No	n/a	Definitely yes
R_2a9UBH8rItJdUUN	Fall 2022	Agree	My goal does not include graduate education for at least the near future.	Moderately important	Very important	Not important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Much	Some	Little	Extensive	Much	Some	Much	Much	Much	Much	Some	Little	Much	Much	Some	Little	Little	Little	Some	Some	Some	Much	Some	Little	None	Agree	Neutral	Agree	Agree	Disagree	Neutral	Disagree	Neutral	Neutral	Agree	Strongly disagree	Agree	Agree	Neutral	Agree	Disagree	Strongly disagree	Agree	Agree	Agree	Agree	Neutral	3	4	3	2	2	2	4	4	4	4	Male	White	I am a first-year college undergraduate.	Yes	Biology	I am not sure	Not applicable/Prefer not to answer.	Extensive	Much	Little	Much	Much	Much	Much	Some	Much	Much	Much	Much	Much	Much	Some	Some	Little	Much	Some	None	None	None	Some	Much	Little	Moderate gain	Very large gain	Large gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Agree	Agree	Neutral	Agree	Strongly agree	Neutral	Agree	Agree	Neutral	Neutral	Disagree	Neutral	Agree	Strongly agree	Disagree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Disagree	Male	White	I am a first-year college undergraduate.	Yes	biology	Prefer not to answer
R_1lt1C9pi4mvWT3Z	Fall 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Very important	Very important	Not important	Not important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Extensive	Extensive	Some	Extensive	Much	Some	Much	Extensive	Extensive	Extensive	Some	Much	Extensive	Extensive	None	Extensive	Much	Little	Much	Some	Some	Little	Some	Extensive	Extensive	Strongly agree	Neutral	Agree	Neutral	Strongly disagree	Agree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Agree	Agree	Neutral	Agree	Agree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Strongly agree	Disagree	4	6	1	2	6	1	6	1	4	1	Female	Foreign National	I am a second-year college undergraduate	Yes	Biology major and psychology minor	Prefer not to answer	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Little	Much	Much	Some	Some	Some	Much	Much	Much	Much	Some	Extensive	Some	Extensive	Little	Some	Some	N.A./Prefer not to answer	Much	Some	Much	Little	Some	Extensive	Extensive	No gain or very small gain	Large gain	Moderate gain	Large gain	Moderate gain	Very large gain	Large gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Small gain	Very large gain	Moderate gain	Small gain	Large gain	No gain or very small gain	Small gain	Large gain	Large gain	No gain or very small gain	Agree	Strongly agree	Agree	Neutral	Agree	Neutral	Agree	Neutral	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Agree	Neutral	Neutral	Agree	Neutral	Disagree	Neutral	Agree	Agree	Neutral	Neutral	Strongly disagree	Female	Other	I am a second-year college undergraduate	Yes	Biology-- genetic engineering / psychology	Definitely yes
R_2V2x6JJ2HhzTe50	Fall 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	NA	Very important	Very important	Very important	Very important	Very important	Very important	Very important	NA	Very important	Little	Little	None	Little	Little	None	None	Little	Little	Little	Little	None	Little	Little	None	Little	None	None	Little	Some	Little	Much	Some	Little	None	Agree	Strongly agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Agree	Agree	NA	Neutral	Disagree	Agree	Neutral	Neutral	Agree	Disagree	4	2	4	4	4	4	3	5	2	3	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Little	None	None	None	Extensive	Extensive	Extensive	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Strongly agree	Neutral	Disagree	Disagree	Disagree	Strongly disagree	Disagree	Agree	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Disagree	Strongly agree	Neutral	Disagree	Agree	Disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_1FfUJfFldRgJEgk	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Moderately important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Not important	Very important	None	Little	Little	Little	Some	Some	Little	None	Little	Little	Some	Some	Little	Some	Little	Some	Little	Some	Little	None	None	None	None	Some	Much	Strongly agree	Strongly agree	Agree	Neutral	Strongly disagree	Disagree	Disagree	Strongly disagree	Agree	Strongly agree	Strongly disagree	Neutral	Agree	Strongly disagree	Disagree	Disagree	Strongly disagree	Strongly agree	Agree	Neutral	Agree	Neutral	4	4	3	1	1	2	4	5	1	3	Male	White	I am a first-year college undergraduate.	Yes	Biology	It is likely	My goal is to go to school for a medical degree (M.D.).	None	Some	Much	Much	Extensive	Extensive	Some	None	Much	Some	Much	Extensive	Much	Much	Little	Much	Much	Little	Much	Little	Extensive	Some	Much	Much	Extensive	Moderate gain	Very large gain	Moderate gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Large gain	Moderate gain	Large gain	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Strongly disagree	Neutral	Strongly disagree	Disagree	Strongly agree	Strongly agree	Strongly disagree	Disagree	Agree	Disagree	Strongly disagree	Neutral	Strongly disagree	Strongly agree	Agree	Disagree	Strongly disagree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_31ZyeM0MN6Lf96n	Fall 2022	Agree	My goal is to go to school for other health professions.	Moderately important	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	NA	Very important	Much	Some	None	Some	Much	N.A./Prefer not to answer	Much	Much	Much	Much	Little	Little	Some	Some	Some	Some	Much	Much	Much	Some	Little	Much	Much	Much	Little	Neutral	Neutral	Agree	Neutral	Disagree	Neutral	Disagree	Disagree	Neutral	Neutral	Neutral	Neutral	Agree	Agree	NA	Disagree	Disagree	Neutral	Disagree	NA	Neutral	Disagree	4	5	5	4	2	2	5	4	2	4	Female	Filipino	I am a first-year college undergraduate.	Yes	Biology	Prefer not to answer	My goal is to go to school for other health professions.	Much	Much	Some	Some	Extensive	Extensive	Much	Some	Extensive	Much	Much	Some	Extensive	Extensive	Much	Some	Some	Extensive	Little	None	None	None	Some	Extensive	None	Moderate gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Very large gain	Moderate gain	Very large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	No gain or very small gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Disagree	Agree	Neutral	Disagree	Disagree	Strongly agree	Disagree	Neutral	Strongly agree	Neutral	Agree	Agree	Neutral	Neutral	Disagree	Disagree	Agree	Disagree	Neutral	Neutral	Disagree	Female	Asian American	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_3j0Tuc19cQa7h2j	Fall 2022	Do not Agree	My goal is to go to school for an M.D./Ph.D.	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Some	Little	Some	Little	Some	None	None	Little	Much	Some	Little	None	Some	Some	Little	Some	None	Little	Much	None	Little	Extensive	Little	None	None	Agree	Neutral	Agree	Neutral	Disagree	Neutral	Neutral	Disagree	Agree	Strongly agree	Strongly agree	Agree	Agree	Neutral	Strongly agree	Disagree	Disagree	Strongly agree	Disagree	Disagree	Strongly agree	Disagree	1	2	5	5	3	2	3	5	3	5	Female	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Biology major	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Extensive	Much	Extensive	Some	Extensive	Extensive	Some	Some	Extensive	Extensive	Extensive	N.A./Prefer not to answer	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	Extensive	N.A./Prefer not to answer	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Moderate gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Moderate gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Very large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Disagree	Agree	Agree	Disagree	Disagree	Strongly disagree	Disagree	Neutral	Agree	Strongly agree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Agree	Strongly disagree	Female	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Biology major	Definitely yes
R_zdQ1HY5tB0bsGhH	Fall 2022	Agree	My goal is to go to school for other health professions.	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Very important	Very important	Not important	Moderately important	Some	Much	Little	Some	Some	Much	Little	Little	Much	Much	Some	Some	Extensive	Extensive	Much	Some	Little	Some	Much	Much	Much	Much	Extensive	Much	Some	Strongly agree	Disagree	Neutral	Disagree	Neutral	Agree	Strongly disagree	Disagree	Neutral	Agree	Disagree	Agree	Neutral	NA	Agree	Disagree	Disagree	Strongly agree	Neutral	Agree	Strongly agree	Strongly disagree	5	4	5	1	4	1	4	1	3	2	Male	Other	I am a first-year college undergraduate.	Yes	Bio	It is likely	My goal is to go to school for a medical degree (M.D.).	Some	Much	Much	Extensive	Extensive	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Little	None	None	Extensive	Extensive	Extensive	Large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Very large gain	Very large gain	Very large gain	Very large gain	Large gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	NA	Strongly agree	Disagree	Disagree	Neutral	Strongly disagree	Disagree	Neutral	Strongly agree	NA	Strongly agree	Strongly agree	Agree	Agree	Neutral	Disagree	Strongly agree	Agree	NA	NA	Disagree	Male	Other	I am a first-year college undergraduate.	Yes	Biology, Premed.	Definitely yes
R_2widVf8ak1UoKn7	Fall 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	NA	Very important	Very important	Very important	Very important	Very important	Very important	Very important	NA	Very important	Some	Some	None	Much	Some	Some	Much	Some	Some	Much	Some	Much	Much	Much	Much	Much	Some	Some	Extensive	Much	Much	Extensive	Much	Little	None	Agree	Neutral	Strongly agree	Disagree	Strongly disagree	Neutral	Strongly disagree	Disagree	Neutral	Strongly agree	Neutral	Neutral	Agree	Disagree	Neutral	Strongly disagree	Disagree	Strongly agree	Disagree	Agree	Strongly agree	Disagree	4	3	2	4	4	5	4	3	4	3	Female	Black or African American	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	My goal is to go to school for an M.D./Ph.D.	Much	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	None	None	None	None	Extensive	Extensive	Extensive	Moderate gain	Moderate gain	Very large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Very large gain	Very large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Very large gain	Very large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Strongly agree	Disagree	Neutral	Disagree	Disagree	Disagree	Neutral	Strongly agree	Neutral	Strongly agree	Agree	Neutral	Disagree	Neutral	Strongly disagree	Agree	Neutral	Agree	Agree	Disagree	Female	Black or African American	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_1OCD2Z1k53NSXZE	Fall 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Not important	Not important	Moderately important	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Much	Much	Some	Extensive	Some	Little	Extensive	Extensive	Extensive	Extensive	Some	None	Much	Much	Extensive	Some	Some	Little	Much	Some	Much	Much	Much	Little	None	Strongly agree	Disagree	Agree	Agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Neutral	Neutral	Strongly agree	Neutral	Disagree	Strongly disagree	Strongly disagree	Strongly agree	Agree	Agree	Agree	Strongly disagree	5	2	6	3	1	2	1	6	2	5	Male	White	I am a first-year college undergraduate.	No	Undeclared Bio major	Definitely yes	My goal is to go to school for a medical degree (M.D.).	Much	Extensive	Much	Much	Much	Some	Much	Some	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Some	Some	Some	Extensive	Extensive	Much	No gain or very small gain	Large gain	Very large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neutral	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Strongly agree	Neutral	Agree	Strongly agree	Neutral	Disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Agree	Strongly agree	Strongly disagree	Male	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
